id_origen,id_destino,titulo_origen,titulo_destino,peso,similitud_porcentaje,direccion
458,577,Computers and urban security,Augmented by Reality: The Pedagogical Praxis of Ur,0.708231,70.8%,458 → 577
458,2363,Computers and urban security,Optimized design of a straight blade urban roof to,0.720832,72.1%,458 → 2363
458,7085,Computers and urban security,Using mobile money data and call detail records to,0.728707,72.9%,458 → 7085
458,3417,Computers and urban security,Mosquito Mapper: a phone application to map urban ,0.762956,76.3%,458 → 3417
458,5401,Computers and urban security,Segregated interactions in urban and online space,0.794465,79.4%,458 → 5401
458,6260,Computers and urban security,The hack: What it is and why it matters to urban s,0.861039,86.1%,458 → 6260
458,3905,Computers and urban security,Investigating important urban characteristics in t,0.880067,88.0%,458 → 3905
460,1036,Designing simulation projects,Are simulation standards in our future?,0.670809,67.1%,460 → 1036
460,2570,Designing simulation projects,Computational simulation of ratcheting in dented p,0.675256,67.5%,460 → 2570
460,345,Designing simulation projects,An analytic method for predicting simulation paral,0.675257,67.5%,460 → 345
460,3878,Designing simulation projects,INFERENTIAL STATISTICS AND SIMULATION GENERATED SA,0.689992,69.0%,460 → 3878
460,2576,Designing simulation projects,Consciousness,0.702471,70.2%,460 → 2576
460,716,Designing simulation projects,Numerical simulation of tsunamis generated by cald,0.702759,70.3%,460 → 716
460,3500,Designing simulation projects,Teaching at the intersection of simulation and the,0.715605,71.6%,460 → 3500
460,2358,Designing simulation projects,Numerical simulation of resonant scattering of ene,0.722922,72.3%,460 → 2358
461,4852,Differential Taxation of for-Profit and Nonprofit ,12 General Intelligence,0.607009,60.7%,461 → 4852
461,557,Differential Taxation of for-Profit and Nonprofit ,A General Computational Method for Converting Norm,0.660721,66.1%,461 → 557
461,2112,Differential Taxation of for-Profit and Nonprofit ,Strict diagonal dominance in asymptotic stability ,0.669506,67.0%,461 → 2112
461,627,Differential Taxation of for-Profit and Nonprofit ,Strong convergence theorems for infinite families ,0.777413,77.7%,461 → 627
463,1476,Dynamic integration of distributed semantic servic,Another look at the middleware for dependable dist,0.617014,61.7%,463 → 1476
464,5095,Electroencephalogram-based control of a mobile rob,Development of novel mobile robot with semicircula,0.612738,61.3%,464 → 5095
464,4182,Electroencephalogram-based control of a mobile rob,Tool to Control Mobile Robot with Arduino and Lego,0.712097,71.2%,464 → 4182
464,2390,Electroencephalogram-based control of a mobile rob,Remote control system of disaster response robot w,0.760535,76.1%,464 → 2390
465,3299,Emergence of adaptive behavior by chaotic neural n,Control of autonomous robot behavior using data fi,0.743358,74.3%,465 → 3299
469,600,Genetic algorithm-aided design of predictive filte,Genetic algorithm-assisted design of adaptive pred,0.896966,89.7%,469 → 600
471,657,Implementation of human-like intelligent inference,Analysis and Implementation of Human Control Think,0.617529,61.8%,471 → 657
471,702,Implementation of human-like intelligent inference,Learning and Control of Human-Like Thinking Proces,0.674558,67.5%,471 → 702
471,486,Implementation of human-like intelligent inference,Study on the implementation of human-like intellig,0.943759,94.4%,471 → 486
472,717,Intelligence science: disciplinary frame and gener,On Intelligence Science and Recent Progresses,0.605762,60.6%,472 → 717
473,2100,Lifetime Prediction of All-ceramic Bridges by Comp,SCLpredT: Ab initio and homology-based prediction ,0.625561,62.6%,473 → 2100
473,11,Lifetime Prediction of All-ceramic Bridges by Comp,Current Thinking on Parole Prediction Tables,0.632603,63.3%,473 → 11
473,2492,Lifetime Prediction of All-ceramic Bridges by Comp,A computational procedure for prediction of ballas,0.743554,74.4%,473 → 2492
473,308,Lifetime Prediction of All-ceramic Bridges by Comp,The Validation of Computational Prediction Techniq,0.768987,76.9%,473 → 308
476,2523,On computational fluid dynamics modelling of cross,Analysis of free-surface effects on swimming by th,0.769702,77.0%,476 → 2523
476,169,On computational fluid dynamics modelling of cross,Building fabric thermal storage: Use of computatio,0.770732,77.1%,476 → 169
476,79,On computational fluid dynamics modelling of cross,Comparison of Supercomputers and Mini- Supercomput,0.772969,77.3%,476 → 79
476,3458,On computational fluid dynamics modelling of cross,Reproducible and Replicable Computational Fluid Dy,0.777168,77.7%,476 → 3458
476,8481,On computational fluid dynamics modelling of cross,Experience and analysis of scalable high-fidelity ,0.783634,78.4%,476 → 8481
476,5351,On computational fluid dynamics modelling of cross,Reactive computational fluid dynamics modelling me,0.787655,78.8%,476 → 5351
476,2557,On computational fluid dynamics modelling of cross,Compression moulding of sheet moulding compound: M,0.821178,82.1%,476 → 2557
476,5352,On computational fluid dynamics modelling of cross,Reactive computational fluid dynamics modelling of,0.872971,87.3%,476 → 5352
480,8858,On the limits of bottom-up computer simulation: to,Scaffolded team-based computational modeling and s,0.618706,61.9%,480 → 8858
482,27,Perspectives on cognitive informatics,Relationship Between and Among Cognitive Variables,0.631399,63.1%,482 → 27
482,3249,Perspectives on cognitive informatics,"Butz, M. V., & Kutter, E. F. How the Mind Comes in",0.63344,63.3%,482 → 3249
482,741,Perspectives on cognitive informatics,The Autonomous Cognitive System,0.633486,63.3%,482 → 741
482,4180,Perspectives on cognitive informatics,Thinking with your fingers and touching with your ,0.6378,63.8%,482 → 4180
482,2884,Perspectives on cognitive informatics,Bio-inspired animated characters: A mechanistic & ,0.658499,65.8%,482 → 2884
482,9473,Perspectives on cognitive informatics,Functional switching among dynamic neuronal hub-no,0.660604,66.1%,482 → 9473
482,2729,Perspectives on cognitive informatics,Ruminative Thinking: Lessons Learned From Cognitiv,0.699868,70.0%,482 → 2729
482,985,Perspectives on cognitive informatics,The cognitive processes of analysis and synthesis ,0.704923,70.5%,482 → 985
483,2275,SPADES - a distributed agent simulation environmen,Efficient Neighbor Searching for Agent-Based Simul,0.607883,60.8%,483 → 2275
486,702,Study on the implementation of human-like intellig,Learning and Control of Human-Like Thinking Proces,0.630122,63.0%,486 → 702
486,657,Study on the implementation of human-like intellig,Analysis and Implementation of Human Control Think,0.631329,63.1%,486 → 657
486,471,Study on the implementation of human-like intellig,Implementation of human-like intelligent inference,0.943759,94.4%,486 → 471
487,8708,Symbolic and Sub-Symbolic Representations in Compu,Models of Human Behavior for Human–Robot Interacti,0.612366,61.2%,487 → 8708
487,7117,Symbolic and Sub-Symbolic Representations in Compu,4 The Post-Human Chunkiness of Computational Autom,0.621657,62.2%,487 → 7117
487,298,Symbolic and Sub-Symbolic Representations in Compu,"On Human Beings, Computers and Representational-Co",0.632942,63.3%,487 → 298
487,7557,Symbolic and Sub-Symbolic Representations in Compu,Full-length versus truncated α-factor secretory si,0.719928,72.0%,487 → 7557
488,356,The Indian half of Needham's question: some though,Face recognition algorithms as models of human fac,0.600185,60.0%,488 → 356
488,4238,The Indian half of Needham's question: some though,4 NEWSWORTHY ALGORITHMS: ALL NEWS IS LOCAL,0.60318,60.3%,488 → 4238
488,5009,The Indian half of Needham's question: some though,Comparison of sort algorithms in Hadoop and PCJ,0.657364,65.7%,488 → 5009
489,2424,The continuous-discrete interface - What does this,Teaching system modelling and simulation through P,0.669128,66.9%,489 → 2424
489,221,The continuous-discrete interface - What does this,Five simple principles of modelling,0.718768,71.9%,489 → 221
491,5404,"The dynamic media initiative or, running for the f",Sewing machines and weaving looms: a media archaeo,0.697969,69.8%,491 → 5404
491,7656,"The dynamic media initiative or, running for the f","Investigating the effect of selective exposure, au",0.802529,80.3%,491 → 7656
492,2576,The economical simulation problem,Consciousness,0.604447,60.4%,492 → 2576
492,716,The economical simulation problem,Numerical simulation of tsunamis generated by cald,0.604696,60.5%,492 → 716
492,2358,The economical simulation problem,Numerical simulation of resonant scattering of ene,0.622045,62.2%,492 → 2358
492,3500,The economical simulation problem,Teaching at the intersection of simulation and the,0.624035,62.4%,492 → 3500
492,2570,The economical simulation problem,Computational simulation of ratcheting in dented p,0.633695,63.4%,492 → 2570
492,345,The economical simulation problem,An analytic method for predicting simulation paral,0.643664,64.4%,492 → 345
492,460,The economical simulation problem,Designing simulation projects,0.653343,65.3%,492 → 460
493,545,The joint behaviors of intelligent agents,Technology and intelligent mechatronics,0.607679,60.8%,493 → 545
493,8930,The joint behaviors of intelligent agents,Technology Bias in the Intelligent Systems,0.695267,69.5%,493 → 8930
493,1191,The joint behaviors of intelligent agents,The UMTS-AKA Protocols for Intelligent Transportat,0.729423,72.9%,493 → 1191
493,8323,The joint behaviors of intelligent agents,Cultivating Ecocentric Machines: Changing the Dire,0.746104,74.6%,493 → 8323
496,6070,Thinking About the Mind,Overview,0.872453,87.2%,496 → 6070
496,4838,Thinking About the Mind,Winners of the Breheny Prize,0.872453,87.2%,496 → 4838
496,5112,Thinking About the Mind,Editorial,0.872453,87.2%,496 → 5112
496,3067,Thinking About the Mind,Pension System Solvency — From Linguistics to Econ,0.872453,87.2%,496 → 3067
496,2221,Thinking About the Mind,Boris Kaus receives 2012 Paul Niggli Medal,0.872453,87.2%,496 → 2221
496,4523,Thinking About the Mind,GLOSSARY,0.872453,87.2%,496 → 4523
496,4371,Thinking About the Mind,COMPUTATIONAL THINKING,0.920692,92.1%,496 → 4371
497,302,Toward More Effective Transportation Applications ,Review of biomedical applications of computational,0.610839,61.1%,497 → 302
499,2406,/spl epsiv/-insensitive fuzzy c-regression models:,Similarity in fuzzy systems,0.683886,68.4%,499 → 2406
499,244,/spl epsiv/-insensitive fuzzy c-regression models:,Design of a neuro-fuzzy controller,0.694545,69.5%,499 → 244
499,6296,/spl epsiv/-insensitive fuzzy c-regression models:,Trajectory Tracking of a 2-DOF Helicopter System u,0.695988,69.6%,499 → 6296
499,145,/spl epsiv/-insensitive fuzzy c-regression models:,A Tutorial on Fuzzy Rule-Based Expert Systems (FRB,0.697727,69.8%,499 → 145
499,2720,/spl epsiv/-insensitive fuzzy c-regression models:,Research on Weight Calculation for Requirement Ind,0.708413,70.8%,499 → 2720
499,4807,/spl epsiv/-insensitive fuzzy c-regression models:,Two computational formulae for similarity measures,0.730581,73.1%,499 → 4807
499,2673,/spl epsiv/-insensitive fuzzy c-regression models:,Mathematical modeling and computational study of t,0.757223,75.7%,499 → 2673
499,1148,/spl epsiv/-insensitive fuzzy c-regression models:,Qualification and quantification of fuzzy linguist,0.792501,79.3%,499 → 1148
501,8063,A Review of Score Reliability: Contemporary Thinki,A brief review of noncoding RNA,0.608939,60.9%,501 → 8063
501,131,A Review of Score Reliability: Contemporary Thinki,Book Review: Olfaction: A model system for computa,0.616772,61.7%,501 → 131
501,1491,A Review of Score Reliability: Contemporary Thinki,"Book review: Jaron Lanier, You Are Not a Gadget: A",0.649286,64.9%,501 → 1491
501,3625,A Review of Score Reliability: Contemporary Thinki,A review of some geometric integrators,0.651234,65.1%,501 → 3625
501,660,A Review of Score Reliability: Contemporary Thinki,Book Review: Computational and Quantitative Studie,0.690579,69.1%,501 → 660
501,661,A Review of Score Reliability: Contemporary Thinki,Book Review: Computational statistics,0.718219,71.8%,501 → 661
501,4367,A Review of Score Reliability: Contemporary Thinki,"Book Review: Hector J. Levesque, Thinking as compu",0.745694,74.6%,501 → 4367
